,Unnamed: 0,Unnamed: 0.1,ID,Response,Grade,Question
19,19,20,2a73fae534f6399be599dee1f1de2adaec9431f39943abeccc1ca0cc827521f43446d764a73ff779a0d169bd025aa1ff69232dd0892e2b573939bb6ed6281bd6,"The system is getting slow because the BST does not have a balance condition so as the years get larger, the IDs get larger as well, the tree becomes almost degenerate and imbalanced. We can correct this by using an AVL tree which has a balance condition and ensures that our tree always has a logarithmic height instead of a linear height.",4.0,0
20,20,21,a586034bc0ea3e0bd2a2b4dff219cf034cac97fa120c84c5593c25dffdc3f1a468fefc24bb2bdf98353fd0ea2b977b66567bd89a57f431c7aed14858a8d70ebc,"Over time, the system tree has become somewhat a degenerate tree. This makes all operations such as insert update and search on the BST very slow. The system can be improved by using AVL Trees which is basically a Binary Search Tree with extra constraints that keep the tree balanced and ensures that the height of the tree is log(n) at all times. This allows for the BST to be in its optimal state.",3.0,0
21,21,23,412b107ec0ff412753968aa6ffdad40da21fbfd59417aac428d07f6c064389cc24911eb533cf92e901bf7845b76400d7d3831fd1347350b39d220d9c58729d2b,"The larger the number the number of students the more memory will be used, if the number of students becomes larger it will make the system slow and takes time to search for a student's record. i would suggest to use the vector as their insertions and deletion are usually faster and they are easy to sort but would be slow at searching for the ID compared to the BST. but i think the vector will win because the cache perfomance is so good but trees will win if you have large amount of data.the balanced trees will work fine and will help in the perfomance since cache perfomance is so good",0.0,0
22,22,24,92a2ed8f4716bed3b0e0c50f4d71ca4d4c6f96e622febc9b471f947d10b8500c23531ab4582c0648a7ceef71efcbb7100102c2a6bd33328ed40abb07652829ad,"The problem is that there are more records of students than 10 years so searching for a student will take longer as we would traverse to more student records.

 A solution to this problem is to make the BST a complete binary tree which would decrease the amount of time taken to search for a student record. The complexity will be O(logn).",0.0,0
23,23,25,092586b17aeb228a8396915c438a564c216c3df48ac6ded66b121dcea5684d3dbe0caab83fcadb656d3a0a26a4c4e1546317909dd36270918915c4447ba4370c,"1-the number of items have increased 

to correct this we can use contiguous implementation ",0.0,0
24,24,26,8498970fc897a847cb08416ff377f1fef48bec60ecb47ecc86ba0d40abc666899852250e00e887a707bf5de87564f205ddbe85abfd397367947073bde3e3789d,"It is possible that the Binary Search Tree isn't balanced and as the tree grows as you insert a new student, the height of the tree increases unnecessarily, making it slow as it has to traverse through some extra long paths. 

A way to fix this, would be ensuring all Binary Search Trees are AVL Trees to ensure that the BST is balanced and that it has a reasonable height, by undergoing various rotations to balance the tree in general, when inserting and as well as when deleting nodes (the student records)",3.0,0
25,25,27,4541bddfe14df82661aaba793d25bb038432ba934014876821269e81b4029af8b6064a54828f0509d14ee3f303c32ee014b7221977ad133bace3b01a694e694c,Our data structure doestnt have enough memory to capture all the data its been givem,0.0,0
26,26,29,a51b1137941b4a2c9fd6d66da41292b1d5da2b0315b3c4cbaa7f507deed0fbfe1d51f7372760847ad411ee0d78ff9de354c3d1a9bb27433af4b5f7b732027fa9,"Lopsided BST with a height = O(n).

If student numbers are issued in a numerically ascending order the BST grows only in one direction (right), causing an unbalanced BST. 

An AVL tree might be used instead of a regular BST.",4.0,0
27,27,30,042f0747487a4bd00158870bdd61aa0642e3092908b59c86040adb32b033044415ba779e2f72dddd4b2fd903b8027b6d8a9bbb87005066d4c2dd8814e02e0e21,"Overtime, as more and more student enroll in Wits, more and more insertions occur to the BST which leads to it being unbalanced. The new student numbers are inserted in the most extreme linear way, perhaps in the left most side of the tree or the right most side of the tree,  thus degenerating the binary search tree. 

The best way to correct this is by using a AVL tree tree which with every insertion and deletion, the tree will always retain its property of being balanced. ",3.0,0
28,28,31,55ff8d4f9ee8af9848a55dc4a2a3322adb850c959c61827806d583f4f72e4caf8076da8ae41627b21a0edd1eccee2cd496b303fbcb256d41e8ba6c3b55c02e66,"This tree isn't self-balancing, and the data is being inserted in an increasing order. This gives out the worst-case performance for an unbalanced tree method is O(n), so adding n elements is O(n^2).",0.0,0
29,29,32,66c130d147af93128f149a1c3cbc0822def0372144aa77769fad8d406e0bf1fdaea5c4080bf967de52230b79e34763f78e3d8c34ddd69955b5c9b8521c52443c,"As more ID numbers are entered most of the new ID numbers would be in the 2000. Although your information is ordered you could have one branch becoming extremely long. This would result in the tree becoming unbalanced or degenerated as you don't make sure that when you are inserting numbers that the height of the tree stays at the best case scenario. This means that you would end up not getting the best case time complexity within the program as you add more ID numbers to the tree.  An AVL tree or Balanced Binary Search Tree would have solved this problem as it makes sure your height is always best case, i.e O(logn).",5.0,0
30,30,33,174e38c18f0521eafee3b73a0ffb8449a8c5784d547a0843ddac9c9176015fedd2516d8b3d18b017cc9000d2b315ebe1757a54b724f337f3a99202881366a527,"Over the years, the tree will grow mostly on one side, most probably the left as in the current year 2020, the university has students born mostly in the late 90's and early 2000's. This means it has students whose ID numbers start with 9 and 0. Over the next decade more and more students who's ID numbers start with 0 will be added until 2012 the latest, when students with ID numbers starting with 1 will be added. This means that the BST will grow much heavy on the left side and might resemble worst case binary tree. 

This may be corrected by ordering the students not by ID number as a whole but their 

in the year 2030, most of the newly enrolled will be born in the year 2011 and so going forward, most learners' ID numbers will start with the digit 1. ",4.0,0
31,31,34,5221e1f3d933576f202c0725eb1b1536ee1b49681a3fc7d8f1a5f7ce021be47e8c2ad1016a78e47c8f005a4abc05514dc591b463cb92d3c640fd02125cf688e6,"ANSWER:

	* Initially, a BST is generally an efficient way to represent data of student records (string values), however continuously over the ten years (where student numbers increment in number and unless there's a staff member being added - the subsequent student will always have a numerically greater student number) - the tree has become a DEGENERATE (unbalanced) TREE.

	* Become of this unbalanced property, data is now not stored in an inefficient way (it probably will be the case that it's so unbalanced - that it offers no advantage to a Vector or Linked List and so it would be time complexity O(n) ), thus making operations and FUNCTIONS (ESPECIALLY SEARCHING) ON THE BST RELATIVELY VERY SLOW.

	* A way to correct this: Since an AVL (Avelson-Velsky and Landis) Tree has the property of SELF-BALANCING, insertion and deletion of elements will RESHAPE/RESTRUCTURE (at least a sub-portion of) the tree in such a way that the deviation of height between different ""routes"" (traversals to different leaves) are close (i.e. not greater than 1).

	* In summary, using an AVL Tree will correct the problem of the very slow system that uses only a BST since the structure of the BST does not efficiently store data compared to an AVL Tree because it will be so unbalanced that one side will have a height far greater than the other.",4.0,0
32,32,35,bee12730d57033f530e6d3af850b801527bbf28710ff5b08a5e590d280e30c6a0345b61d0e3b24cafaad1628aee3191406710ce83cd7009c586afaf78d031389,"_Assuming the first two digits in a student number are graduation year:_

As the amount of students frows over the years with numerically larger student numbers - the BST will gradually become more of a degenerate tree. This explains why the system starts to get slow as the big O equations (Search, Insertion, Height, Deleletion, etc) start as O(log(n)) for a complete tree and changes to O(n) for a degenerate tree over time.

To improve the system, you could change the variable/student aspect that's compared to something more relevant. However, the better long term solution would be a different data structure -for speed, I'd use an AVL tree because of their balance condition and similarities to a BST. This would result in a similar amount of space used with constant time complexity of O(log2n)",4.0,0
33,33,37,2f496bb2a99de18fa436df0deced0620c47daee5ce37cf49cf6b3200c20eb84e5a9b7a47850d29ff143886bc9932f54f86b6a1101a1d0f70874e22b40b657cec,"It can be caused due to the fact that the binary search tree ends up performing a linear search operation (0(n)). This happens when the tree is skewed; meaning that they may be a consecutive trend in the student's ID number thus creating a stretched-out tree.

to solve this we could convert the binary search tree into an AVL tree ",3.0,0
34,34,38,e5092ab1c7e17d25e5db9dfc9252b8c31679cb1e2b17a0be836efd97ce606988409f994ae92e4e1f795d2d139fe2c46eff4d5f244e605f9f08c46d7129da95d2,"Binary search trees do not have a system in place to regulate the size of the trees branches or balance the tree. As you add records to the BST the tree will become more unbalanced with longer branches becoming more prevalent. This means that the tie complexity of the system goes from O(log(n)) for a balanced tree to O(n) causing the system to slow down when retrieving data. This can be fixed by using an AVL tree instead of a BST. An AVL is a self balancing binary tree, it ensures that the tree is always balanced which keeps the time complexity of the system in its best case time complexity of O(log(n)). This way as you add more student records over the years you avoid developing long paths that the system has to traverse.",4.0,0
35,35,39,a44191cff1258114ca99a354cbcf13b3d3a3dcbbff75ad642f883f0afb3c431e62d034975452796897dce8086c431437065cbc80fc5ae095e71da50b0ce40ae0,Over time the tree becomes unbalanced which makes it slow when searching of adding a node . In order to correct this an AVL tree should be used which will ensure that the tree is always balanced ,3.0,0
36,36,40,b65e52333a31f01a7d7a5dae0ff6fc8ed82b8b5283406f591e8d448f865292ea8162938b0259891df516358cc77c51dca3895b350dbb36cf96d6c23e9b3fa27a,"The system could be slowing down as after ten years the tree has too many nodes since Student records don't get deleted every year when new students are added to the tree. It would also slow down in terms of adding new students since it is an ordered tree so the amount of time to make sure that the new student is in the correct place is O(logn). This system is the best for what is needed as other storage means such as arrays, linked lists and vectors all have a search time of O(n) which is longer that the tree's serach time which is O(logn). In a situation where adding to the database was more important than searching it a linked list should be used as its insert time is O(1) but sadly its search time is slower than that of a binary tree so a binary search tree is the best way to store this data.",0.0,0
37,37,41,7099f15d1fb337686bf427fedb824d4eefc2c359e7374f808226d1191d0f74342e42146c05dfa9cdc17fbdc8dce0a4cb75b417e6eb24978dd57c4773dec73b21,"After 10 years, the amount of student records must have increased a lot and therefore the binary search tree contains a lot of data/nodes causing the amount of time to search for a student record to increase as well causing the system to slow down. This could be corrected by deleting student records that do not attend wits or have graduated and do not return after a certain period of time. This would decrease the number of student records that are not in use and cause the system to be faster.

Time Complexities of a BST:

Best case of a BST:     O(log(n))

Worst case of a BST:     O(n)",0.0,0
38,38,42,d7e19f96a6aba1e381d06c4d14cd8af55d98ac1778548325b5d3026d929df87b2abc3d523dd5623a58ab296187735de8598844f1ea29e935b29ced21ed87e297,"The Tree is ordered by the ID numbers of the students, which consists of their birth years first. This is an issue as it it will result in the tree becoming unbalanced as many students will be placed on one side of the Tree. To fix this, it may be more beneficial to use a different comparison, e.g. Student Numbers.",1.0,0
39,39,44,4c6f807c2ce1ab585dfa9622ceaade81e43b8fe88ba8af5d95eb11efdad75a8b1190eb5c2d48dff34f29ac730bf0895fdaf308c3995dbd7f2103246c342b70a1,The height of the bst could be really big due to the data been inputted into the search tree(e.g most of the data been inputted causes it to be place on the right  ). This could cause the system to be slow.,0.0,0
40,40,45,828a54706b7956f06065af9a928b49958122a77b54a5e0593021ac1ee5bfac90e0bf9488291ceaad9b7538bfadd4796253d8359db184b0bd7f7e1ed456e8f30c,"The system is slowing down due to an increase in the size of the data as students records increase.

This can be corrected by choosing another data structure that is suited to handle large sizes of data efficiently and faster.",0.0,0
41,41,46,5f1f239814321ab1f431320367ad013e94b2f66dc9f45345746644a7c6190c150b15690868f1b18e7468353f42b32ce7d5d9e6673f3e33a12996a386f5985adf,"The problem is that over the years, thousands and thousands of students area added and because the data structure is a BST, there is no way of controlling the height and shape of the tree. And thus, the trees height has gotten massive over the 10 year period. I would change the data structure from a standard BST to an AVL tree, which is a BST with an added condition to control the height of the tree and guarantee the height of the tree remains O(logn) regardless of the amount of students added. ",1.0,0
42,42,47,dc116295695675ce8f8f9dcde7d1d181a1fc34469a4bd2a570b8ca26a7951f6381d662fe47ef41e490d057b64113abc45be11b89047c039c48685692d843ce1d,"The Binary Search Tree is quick with a small amount of data but with large data, systems get slow because the Binary search tree they use, does not balance like an AVL tree which is balanced correctly. With AVL tree, the height difference between the node in the two-level which are contiguous is between 1, 0 or -1. the system tree could look like a degenerate binary tree, in which every node has 1 child and the rest has null and this caused to have the tree's height to be in the worst-case- n-1. As height is greater or in the worst case, it becomes difficult to record, add, compare, and order the student's data.

Therefore, we must try to keep the height to be log (n) which is an AVL tree's height and this will make the system fast with a large amount of data. To correct the system to the AVL tree, we need to convert the system to an AVL tree, not just a binary tree only by implanted algorithm and conditions.",3.0,0
43,43,48,e15ad332a60fd21f9642a607905bc6a0a968e3d65f0ab448161698266492242c990fc890cd09bab4dffa30a30230d6c043c42b0ef218d6e81e40a2206a0638d0,"As the years proceed the number of students in the university increase and this increases the amount of memory used by the BST as the branches expand the time complexity from the root to the new students at the new leaves increases. This can be corrected by using a circular array queue, which uses pointer arithmetic and has the benefits of spatial caching therefore the time complexity to access every student is constant and is maintained as the years progress and new students are added. I",0.0,0
44,44,49,e02b2e6799a632f8edf7a4522f9a996ef61735be79c062229a0e89a8ede6774052ec8736d48de69d3335b6ebe5ac154baf9a59c6f5866c7ad081372900ff0ff8,"The structure of the binary search tree is the reason for the system slowing down. Because the student Id number represent the year the student started their university. With time, all the new id numbers would be added to right side and so this would result in the tree getting a poor shape. And therefore, if there was a good shape previously we would get work done in 0(lgn) time, now that would take 0(n) time. As a result, the system starts slowing down over the years because n keeps on getting larger.",3.0,0
45,45,50,cf96d5be5169d5386c2ce2a3ae914384cd3ff74c0ae41c6fc53cb4ef592a7f9882d33970f1f807fe79c0e961bedb5189d6cfa997817a7684663f34c5e5fffad2,"Since a Binary Search Tree has no balancing property, as students are added - the height 0f the tree will grow in a linear manner (if every node has exactly one child which could occur if each subsequent student added has an ID number that is less than the previous, this creates a degenerate tree with height proportional to its number of nodes resulting in linear search times) or a logarithmic height if in the best case, the tree is a complete binary tree resulting in logarithmic search times. 

However, as more and more students get added, the height if the tree will start to grow faster thus leading to slower search times since the height of the tree is so large. With no property to maintain some sort of balance in the tree, a very inconsistent tree could form with bad search times resulting in the slow operation experienced. 

If Wits wishes to continue using a Binary Search Tree, they could implement the balance condition and create an AVL tree which would ensure that the height of the tree is bounded below a logarithmic time and height. This would also ensure the tree is always balanced and would avoid the problem of every node being a child of the previous(degenerate tree) as stated above and will also ensure the height of the tree does not get unnecessarily large . Reducing the height of the tree and balancing the tree will ensure the tree is no longer slow when searching as not as many nodes will have to be traversed further down, since nodes will be balanced and the height will not be as great as before, thus less comparisons and less time taken.  ",3.0,0
46,46,51,c52fe90555e82813bbf7f31602e97c4095475fbbf85ff26471f0158158110480233228486a71767a61c524c47fe301d427e9bdbb31f3216eb95878f59314ec4c,The problem could be that over the 10 years it became harder and harder for the BST to sort the lists and keep them sorted which then becomes a big problem when elements are constantly being added to the list which is happening due to new students.,0.0,0
47,47,52,8cfb9c3f85d9b6edb1f914f05f74928e81fe7cb4cefb95f1de4efb3fd1ac54a2356179dfe5b33b1cac09455e2960c015d866e1097ed5d7d20fbbdcb0d2aeee6d,"This could be due to the ordering of the nodes in the tree as in the best case the height of the tree is log2(n+1)-1 which results in a time complexity of O(lgn) and the worst case height would be n-1 resulting in a time complexity of O(n), thus slowing down the speed of the system as over time a linear complexity is much slower than that of a logarithmic complexity.

This could be fixed by setting conditions to the ordering of the tree to ensure that the height of the tree is log2(n+1) thus having a logarithmic time complexity and with these new conditions reorder the tree. Basically make it an AVL tree, which is in turn a self-balancing binary search tree.",1.0,0
48,48,53,276b4e11850dbed5adc6f0fd4249cf0b5f1cdc0a0dfd3d76321298301426fddeaa12e60021bdff5fc27802e2537ea3a2e891dc9c51166641bf68a7d7906d00b7,"As time goes we would have to add new students that enroll into the university meaning that the search will take more time as there will be an increase in the number of items stored .

since student records change all the time , a root node now might be a leaf in the coming years so this would also contribute to the system being slow.

system overload could also be a factor",0.0,0
49,49,54,a300869c4f32047b23ac68a02d99d6a69e15fcc6cb6903bc4e640c72bf256b08b631e89f75d7f7263574f4383932390c2f4b98297d3a8bfdd9da2320bf30b053,"As the years go by, this binary tree is going to get bigger and bigger, as binary trees usually have a height of log(n) this means that the search time is in order of O(nlog(n)). Therefore when there is less data to search for, the time to search is relatively fast. However when n starts to get bigger and the tree gets bigger, the time to search gets much longer. This would be in the case that the tree is an AVL tree which it does not appear to be. As it is just a binary search tree, the tree can get very unbalanced and lead to an O(n) time complexity, this would be the worst case scenario for this tree. 

As the system gets slower during the years, you could make an AVL tree of years, i.e. 2020,2021,2022 and so on and have a values with the first student number recorded for that year as one of its children, then you can have a search algorithm which searches for a student number which is in between two years as it will be less than one year but greater than the year before.

This would allow for more trees ie more space complexity but allows for the faster traversal of trees as the data stays relatively small compared to 10 years worth of student numbers.

A different solution is that you could make this binary search tree into an AVL tree, which will allow for a constant O(nlog(n)) time complexity which will make sure that the time is faster than an unbalanced tree. However I would personally go for option 1 as it will allow for faster search times and than an entire tree made up of student numbers.",5.0,0
50,50,55,188f5f32ff22cc30082222ed760e5fe1e0a340d9ae7ecfafe10b384746f7f9c7803d064927e2b5ebaba803119e7d5eafdd11883d383dd0d5a80b8dfe524c593e,"okay so in the beginning we will experience no problem with the time it takes to look up a student because the students in that time (year 2020) will be of the same age group/years that are really close to each other so their ID numbers will not have that much differences so it will form a tree that is almost balanced.

Now from my understanding it will start off as almost balanced so as the years increase students of different age groups will enter the university the the will become one sided (right heavy) .For example it will maybe start with the 1999 group then move to 2000 which go on the left of 99 as 00<99 then when the 2001 group enters then they will be on the right of 00 because 01>00 then as years increase they will keep going on the right so the tree becomes right heavy.Then tree will not be balanced at all.

So the height of the tree also changes from O(logn) to O(n) so which means the searching through the tree will now become slower as O(logn) is faster than O(n).

So this can be corrected by transforming the tree into an AVL tree which transforms the height from O(n) to O(logn) by making sure that the tree is balanced through AVL conditions.So now searching through the tree won't be slow any longer.",5.0,0
51,51,56,17ea794106565b342d0071ecda1b602670f938db088b102cae298b8fa539f99c81604db8696804a94225d5fcb56b3538a2b45e5527c8d0a393e5e2aa5ae7c0be,"The cause of the system slowing down might be due to the structure of the tree becoming degenerate as the number of records grow which would then cause the algorithm to do a O(h) amount of work. A solution might be to implement an AVL tree to ensure that the structure of the tree is always balanced, which would guarantee that the algorithm would do O(log n) amount of work",3.0,0
52,52,57,d0487881fde4213facde4c9cd0143d5802f701e002f130b7eaa6dd04f68f58612ae33c39c89beceae1495437bbe2376be3003369a31f0f2bc6f9e0c5a369707a,"With the addition of new IDs it is possible that in the BST the IDs could begin to be positioned in such a way that it begin to resemble a vector.

(i.e each ID node only linking to one child, particularly possible if the IDs are just increments of each other)

Thus increasing complexity from O(log(n)) to O(n).

To solve this problem we can try to reorganize the BST to AVL standards, this will result in a more balanced tree and complexity will revert to O(log(n)).",1.0,0
53,53,58,07ab043d70e14725f955703ce65a95b6912342e429a6c9a7dec43aacd53b63f2b0d3ebef4da8ffdff01a86c6c296ffe0e21e4d798223854fe6e651460e1d7280,"The BST being a complete tree is not maintained when adding students and so the tree has become a degenerate tree where there are parent nodes with only one child. 

This can be corrected by making the BST an AVL tree using rotations so that the height is not the worst case height for a BST.",3.0,0
54,54,59,73f8ac3de0d9e29b34984491080a2a437e9d07081ef998fb53c2e73bde6a76efa33589c04809db77b67bfaaea71b13e4b7480f42fd75bb56aca6e9a4110b16f7,"As the years go by, the students enrolling in the university will be younger. Eventually, the new students will primarily be those born in  the 2000's. This means that their ID numbers will start with a 00. Their number will therefore be smaller and placed on the left of the BST. Therefore almost all new entries will be placed on the left and almost none on the right. The tree will therefore become unbalanced to the left side. This can be solved by implementing an AVL tree instead. An AVL tree is still a BST, but with the special property that the heights of the children of a node may not differ by more than one. If the property is broken, the tree will be rotated to comply to the property once again and the tree will be balanced. This has the advantage that the height of the tree will always be of the function O(logn) and therefore the search will always be optimized vs the worst case height of a normal BST.",5.0,0
