,Unnamed: 0,Unnamed: 0.1,ID,Response,Grade,Question
1290,1290,1324,412b107ec0ff412753968aa6ffdad40da21fbfd59417aac428d07f6c064389cc24911eb533cf92e901bf7845b76400d7d3831fd1347350b39d220d9c58729d2b,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1291,1291,1325,92a2ed8f4716bed3b0e0c50f4d71ca4d4c6f96e622febc9b471f947d10b8500c23531ab4582c0648a7ceef71efcbb7100102c2a6bd33328ed40abb07652829ad,[ \log_2 (n)],0.0,4
1292,1292,1326,092586b17aeb228a8396915c438a564c216c3df48ac6ded66b121dcea5684d3dbe0caab83fcadb656d3a0a26a4c4e1546317909dd36270918915c4447ba4370c,[ \log_2 (n)],0.0,4
1293,1293,1327,8498970fc897a847cb08416ff377f1fef48bec60ecb47ecc86ba0d40abc666899852250e00e887a707bf5de87564f205ddbe85abfd397367947073bde3e3789d,[ \log_2 (n)],0.0,4
1294,1294,1328,4541bddfe14df82661aaba793d25bb038432ba934014876821269e81b4029af8b6064a54828f0509d14ee3f303c32ee014b7221977ad133bace3b01a694e694c,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1295,1295,1329,48742644955ff1df5e9438b158fe5c8f20c2d07d0778b03adb953d373c991b6155a23d1f85c41ff0cc6c9d4311c4ad31f296412bee149a2c0eeac5233763ea82,[ \log_2 (n)],0.0,4
1296,1296,1330,a51b1137941b4a2c9fd6d66da41292b1d5da2b0315b3c4cbaa7f507deed0fbfe1d51f7372760847ad411ee0d78ff9de354c3d1a9bb27433af4b5f7b732027fa9,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1297,1297,1331,042f0747487a4bd00158870bdd61aa0642e3092908b59c86040adb32b033044415ba779e2f72dddd4b2fd903b8027b6d8a9bbb87005066d4c2dd8814e02e0e21,[ \log_2 (n)],0.0,4
1298,1298,1332,55ff8d4f9ee8af9848a55dc4a2a3322adb850c959c61827806d583f4f72e4caf8076da8ae41627b21a0edd1eccee2cd496b303fbcb256d41e8ba6c3b55c02e66,[ 2^{n+1}-1],0.0,4
1299,1299,1333,66c130d147af93128f149a1c3cbc0822def0372144aa77769fad8d406e0bf1fdaea5c4080bf967de52230b79e34763f78e3d8c34ddd69955b5c9b8521c52443c,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1300,1300,1334,174e38c18f0521eafee3b73a0ffb8449a8c5784d547a0843ddac9c9176015fedd2516d8b3d18b017cc9000d2b315ebe1757a54b724f337f3a99202881366a527,[ \log_2 (n)],0.0,4
1301,1301,1335,5221e1f3d933576f202c0725eb1b1536ee1b49681a3fc7d8f1a5f7ce021be47e8c2ad1016a78e47c8f005a4abc05514dc591b463cb92d3c640fd02125cf688e6,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1302,1302,1336,bee12730d57033f530e6d3af850b801527bbf28710ff5b08a5e590d280e30c6a0345b61d0e3b24cafaad1628aee3191406710ce83cd7009c586afaf78d031389,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1303,1303,1337,99ba27d0c2c721cc180b8d8075f8543d245d656399806610cda73ba8d19495e47b0dc7efe6b0fc756ff7bfe6841b512bbe34ca19ce1a47d3dc1371ff1ded6c06,[ \log_2 (n)],0.0,4
1304,1304,1338,2f496bb2a99de18fa436df0deced0620c47daee5ce37cf49cf6b3200c20eb84e5a9b7a47850d29ff143886bc9932f54f86b6a1101a1d0f70874e22b40b657cec,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1305,1305,1339,e5092ab1c7e17d25e5db9dfc9252b8c31679cb1e2b17a0be836efd97ce606988409f994ae92e4e1f795d2d139fe2c46eff4d5f244e605f9f08c46d7129da95d2,[ 2^{n+1}-1],0.0,4
1306,1306,1340,a44191cff1258114ca99a354cbcf13b3d3a3dcbbff75ad642f883f0afb3c431e62d034975452796897dce8086c431437065cbc80fc5ae095e71da50b0ce40ae0,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1307,1307,1341,b65e52333a31f01a7d7a5dae0ff6fc8ed82b8b5283406f591e8d448f865292ea8162938b0259891df516358cc77c51dca3895b350dbb36cf96d6c23e9b3fa27a,[ \log_2 (n)],0.0,4
1308,1308,1342,7099f15d1fb337686bf427fedb824d4eefc2c359e7374f808226d1191d0f74342e42146c05dfa9cdc17fbdc8dce0a4cb75b417e6eb24978dd57c4773dec73b21,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1309,1309,1343,d7e19f96a6aba1e381d06c4d14cd8af55d98ac1778548325b5d3026d929df87b2abc3d523dd5623a58ab296187735de8598844f1ea29e935b29ced21ed87e297,[ \log_2 (n)],0.0,4
1310,1310,1344,4fe3ddceb8532be5264d396e27eca9f3430928d2debfbdca391cfa468f769445f07ae40650717eb0131d20465c9068c4b8bf87a2c7932640884394a0094fc8e5,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1311,1311,1345,4c6f807c2ce1ab585dfa9622ceaade81e43b8fe88ba8af5d95eb11efdad75a8b1190eb5c2d48dff34f29ac730bf0895fdaf308c3995dbd7f2103246c342b70a1,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1312,1312,1346,828a54706b7956f06065af9a928b49958122a77b54a5e0593021ac1ee5bfac90e0bf9488291ceaad9b7538bfadd4796253d8359db184b0bd7f7e1ed456e8f30c,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1313,1313,1347,5f1f239814321ab1f431320367ad013e94b2f66dc9f45345746644a7c6190c150b15690868f1b18e7468353f42b32ce7d5d9e6673f3e33a12996a386f5985adf,[ 2^{n+1}-1],0.0,4
1314,1314,1348,dc116295695675ce8f8f9dcde7d1d181a1fc34469a4bd2a570b8ca26a7951f6381d662fe47ef41e490d057b64113abc45be11b89047c039c48685692d843ce1d,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1315,1315,1349,e15ad332a60fd21f9642a607905bc6a0a968e3d65f0ab448161698266492242c990fc890cd09bab4dffa30a30230d6c043c42b0ef218d6e81e40a2206a0638d0,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1316,1316,1350,e02b2e6799a632f8edf7a4522f9a996ef61735be79c062229a0e89a8ede6774052ec8736d48de69d3335b6ebe5ac154baf9a59c6f5866c7ad081372900ff0ff8,[ \log_2 (n)],0.0,4
1317,1317,1351,cf96d5be5169d5386c2ce2a3ae914384cd3ff74c0ae41c6fc53cb4ef592a7f9882d33970f1f807fe79c0e961bedb5189d6cfa997817a7684663f34c5e5fffad2,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1318,1318,1352,c52fe90555e82813bbf7f31602e97c4095475fbbf85ff26471f0158158110480233228486a71767a61c524c47fe301d427e9bdbb31f3216eb95878f59314ec4c,[ \log_2 (n)],0.0,4
1319,1319,1353,8cfb9c3f85d9b6edb1f914f05f74928e81fe7cb4cefb95f1de4efb3fd1ac54a2356179dfe5b33b1cac09455e2960c015d866e1097ed5d7d20fbbdcb0d2aeee6d,[ \log_2 (n)],0.0,4
1320,1320,1354,276b4e11850dbed5adc6f0fd4249cf0b5f1cdc0a0dfd3d76321298301426fddeaa12e60021bdff5fc27802e2537ea3a2e891dc9c51166641bf68a7d7906d00b7,[ \log_2 (n)],0.0,4
1321,1321,1355,a300869c4f32047b23ac68a02d99d6a69e15fcc6cb6903bc4e640c72bf256b08b631e89f75d7f7263574f4383932390c2f4b98297d3a8bfdd9da2320bf30b053,[ \log_2 (n)],0.0,4
1322,1322,1356,188f5f32ff22cc30082222ed760e5fe1e0a340d9ae7ecfafe10b384746f7f9c7803d064927e2b5ebaba803119e7d5eafdd11883d383dd0d5a80b8dfe524c593e,[ \log_2 (n)],0.0,4
1323,1323,1357,17ea794106565b342d0071ecda1b602670f938db088b102cae298b8fa539f99c81604db8696804a94225d5fcb56b3538a2b45e5527c8d0a393e5e2aa5ae7c0be,[ \log_2 (n)],0.0,4
1324,1324,1358,d0487881fde4213facde4c9cd0143d5802f701e002f130b7eaa6dd04f68f58612ae33c39c89beceae1495437bbe2376be3003369a31f0f2bc6f9e0c5a369707a,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1325,1325,1359,07ab043d70e14725f955703ce65a95b6912342e429a6c9a7dec43aacd53b63f2b0d3ebef4da8ffdff01a86c6c296ffe0e21e4d798223854fe6e651460e1d7280,[ \log_2 (n)],0.0,4
1326,1326,1360,73f8ac3de0d9e29b34984491080a2a437e9d07081ef998fb53c2e73bde6a76efa33589c04809db77b67bfaaea71b13e4b7480f42fd75bb56aca6e9a4110b16f7,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1327,1327,1361,b1a3a9f62a3efb88815155da55fbf2f2fafa14dd37234e9f11b5f00a231a31fde1494bd63f6ac5858aefb97ae2c7130be129cb66d65efd0dfa784ad99b296be3,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1328,1328,1362,3b413468f9946530e16c6d2ced91ab45356664eb3ef35b2823043a9391b6766aeb5cd1cde7c7799a9976f4713f096989c7f13a6ea1b6e1be3f9af94b87e0d40a,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1329,1329,1363,e23792b17279f93b3cce4dddca09079f761a6a0f2795c6c3c7434b417d9b72d4e94d0c740b318fb5b6d57338883455b8fe250e5759d4aa78bd8b7bd3bfed6a55,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1330,1330,1364,5efe3fbf856ecf3a15a69292118ba94b4935a0dba8b272f0af264465d64a2e654697453d0e3e6e72201dc798f4cd3f27b28fbe0c2032a2a7784e39ed4c150909,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1331,1331,1365,72dd44c1821dd2a2380b55f5907e16bfe4370a758e591d726ccded6a8be12ed056b16e3fc6be17ba264f1643ae18b41b7fe1a5fa76a3d9621150f89706d252d5,[ 2^{n+1}-1],0.0,4
1332,1332,1366,5f1f48eaee5ac422a3c6fa6a37eae574e54bf5c31dcf24e0e6dda503da6ac10d5be4b86335df2a703c5cb0a92be355a3535eec42ddde1a798228e8594808928b,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1333,1333,1367,8278e2d003c29d98e8cfc7117cefa90b7503054f5b50b162eaded6981387fa2f1b8b8f0ae2fa0d58942ac81f9cf7fda1cd474d106727d602bcd9f2d647883b50,[ 2^{n+1}-1],0.0,4
1334,1334,1368,fd6a36ea3be7fe00a0626c8ff80a591e0ee46b9eb9f16c4ccfb925e8237975ae584522b908d7f487d3fa4016ee5035673c870e0b6b78ebf935c75fa0905d0961,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1335,1335,1369,48452c6af5685c82851988d96add3ed11ed530ba837e28f21c3e92d7b83a44fbe9879abbcb6e1ae0256b1dc9b2ef98a34c294dacae561958335cfe0e83b08e8d,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1336,1336,1370,de345146608f48652cf9ec333ad07816bb0cf99089477ca7af207bce7f9f2c81b03f0e317efccc60f220182480d765ee6b6291c08b7723e7e91dd8402a584cdd,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1337,1337,1371,f03b1f416ca031a8c9d6db448d0d8439f9016edf947b1c8b45411ef2872c68250d908495b49ab16d7b6e23f038f5ac72fb1ec72bfe11a51db67cec76a8643ecb,[ 2^{n+1}-1],0.0,4
1338,1338,1372,922be3881d23d4f79d2fe24bf6321a23d63d950205b6ff6979047d1cc7c61465b9b18bdf8228c338eb886bb3010ea5578ec21cbc2819ca5ad2860838b719658d,[ 2^{n+1}-1],0.0,4
1339,1339,1373,0ffad2820b9adf1fbb6d7105f83a5954e33ce5d91444ff2b6251d15d1a8c5a988e64634ca1a4f0e01e237f0fdb8290b82c533e1fa1a822b32c02e6052c618e98,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1340,1340,1374,4795114f3afe1274590e0a1f19de90527c5847fc255bd0189e17daffae55e382487cd961fd300bbb3c50ca9f987687623e87a7237bb50d7f5d0bd58f320efd98,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1341,1341,1375,b35e384f7c5ceb06d79c3b93cc63fcaa47042ffefb6b106d30f49be852e804e9feab1392cb217f65d7e7d63ec9914fbf325012c10f23427d79d4c0865092862e,[ \log_2 (n)],0.0,4
1342,1342,1376,d320af019b5c5fbf5996000b6f0c018e158d92ab05c3709236e5a03a6b328c59c1ab963403ff89c119e51b19d4eaa6320e2573a8bf4efb41ca5bbf92364ab8b6,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1343,1343,1377,bef6837a7fdfe1da5fe1293f44c76b96d3b8dcc796faa186ced378d3238a30c359695c10ba31e008e6450186def6f4c6da86e1819e6310ac4629db0e4ae2f7c4,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1344,1344,1378,ee66ed151b20f2c15b5115f8b2c4fd312cc74408ed945a84bb7f699ad1a7972c932ae28ae3a673ec55d38f3c6b49ab5107d141ab55e4e963155df1dc24bf5495,[ 2^{n+1}-1],0.0,4
1345,1345,1379,c01425271443b193ce09add717a13c5f03e56291a15f580c8ffbb713e75d1afdc1826b33b91330419ca4db414a4703bd7b9474559be3d7689b82c2ecbf73906a,[ \log_2 (n)],0.0,4
1346,1346,1380,a39aa34c391034439ba958ca98869143599e2cc20097d4066633e71706d0b615be58b0586a9143631148978c46ccf7746504f4abfa225c0f60b106eb68d6aeb5,[ \log_2 (n)],0.0,4
1347,1347,1381,98d78e9c828344508b695719d0252934ec81638b460881dd9abe0087d3148c90c09f4ac72696b8c6cb5d749b644a041f0fa7f6d6c483866227774b40bcf364d5,[ 2^{n+1}-1],0.0,4
1348,1348,1382,56a9cf1853b1b03dca807886ec22074eec556b57734ef74dfe3d7a5ab906dc06e5ed46d46913780a3ebae603d6d67abd6ba7c9bc3ba254a5ffca3a3c25744144,[ 2^{n+1}-1],0.0,4
1349,1349,1383,e06c3717f5eff40cf06c551e6ebf1004bb478bf8fc38ebcba99f54530677cde6de5ea93590e51ef3d1e09f18ed2aa22502c287548e3398f50b4cf8f8e940073d,[ \log_2 (n)],0.0,4
1350,1350,1384,59ba65c517c334e25d3ae45ca0766a06b5a36061abfca1dd80f0f9e00eca00b8fc96224e4fcd721b2a66146a086c07a1cca9cf5028a8fc5d88a04890a96fe5a7,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1351,1351,1385,7aa4a41956fb10b2ea3a02d2d85c1eec912704226ca5710248e26fa3e0fa199d5048abcac9423a11d00a49ffe75bdd51e2b3cd752d5f6899af51dc4b580afed1,[ \log_2 (n)],0.0,4
1352,1352,1386,1b24ef0d303f3078167a7dbca152a2c1d687ceab3654a2ae76bf73e5ee1cc0069be94db2fff74908c1492e9ab7afab08d7fd457a365a4c193c2adc5bcd9b850a,[ \log_2 (n)],0.0,4
1353,1353,1387,185dc4c21423a9741e871c6f410e59bdca77c391c194cec101c75b3cca04c937f124a0057340342b97dc026d09e5d98b6cb6fda9dab2b9032e1e211b08f87356,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1354,1354,1388,8fd97c5322558e2423003672fe174f30c080d208985516c4cd8749e1d3f072ac5736c633a74790122fa877f92436ac7777fc9cf9c36610a77bd1566b6903427e,[ \log_2 (n)],0.0,4
1355,1355,1389,bd50a1f76e0acde64b2131110f2268f08aef333a162fed075d374337a58f0180c5f1efb88a7f6560e676d09d9ae71856da1ed18b029ff6c96af885a57d9fef75,[ \log_2 (n)],0.0,4
1356,1356,1390,9607664f15775a14ee634c51fe9c149f525e26b98d5914c3165e84652908eb3f36dc6b5eb9602fdd2aa10815feb68c6202a768e4280fe2bc5565e0190f5672e7,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1357,1357,1391,50ac02db01dc47f0f24bb2a0e8bc1bebe3aac1ecfe652f1c87b260f45da4def0a267392e043e67a0b0f3a39374188322db34615d5257a196fc0978d4d004e1ed,[ \log_2 (n)],0.0,4
1358,1358,1392,20effcbf64917de69f0f441958ac819d52ad486a65f959444a5ddd14ca83a40e581709b6bb9eae431ca2dd02ce933a201bc9b7e43298585d0858d76601344ce0,[ \log_2 (n)],0.0,4
1359,1359,1393,89daf5e5dd9d5cd464a1dba203796d2fcea5b46dd29cb10e72e0dd7e72373ac4fd8e96b5e3d9813a2ed44c552171318e265b869630b10e2e2b1c3ee4cc7320d3,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1360,1360,1394,0a1eb6f30606d1f92d934eb03ca9d55d90d2ab3f505cdcb3ba02589cc6678998e8754ce7335373d6c01684ffed4a20fad8a976d2479c3f801a51d1c2b0d4ed50,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1361,1361,1395,a837228a932a0a88d86d56984d3a65abcc9744de389dd1a09c0dbc6344b07254c5f44d2d0e035800fe07d8fd7ef535a3af313b16fa0ec5085dc57d2a491f0957,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1362,1362,1396,1489eb158e53466602df55c1ff7f77273c9913450f0796e43815428214c7433748ab1168262af0196b8d73779fe2b0792d76aba9ed45066d1d5d48c57b55c0b6,[ \log_2 (n)],0.0,4
1363,1363,1397,eacc5211df7d685afcc35802886c12863f0c8244351fcd398189af9fa9bf26e12a751640dd66f6200f43478fc4f6782d51b4f6c4a782ca1b75e12c96dded3eec,[ 2^{n+1}-1],0.0,4
1364,1364,1398,d96af73b5be668f5dd689aeab89641b2c7231424c7456f3ea33f65b38aaefabde723924090d862562454b1c8a6f22cbeb22245f54dc09b6ff5593a40d39e2839,[ \log_2 (n)],0.0,4
1365,1365,1399,74d9bc92412f8c3ff2851eb60d7164b5df173c9c4dc214351b20de54e473afd02c6de0a58df8f38e8034cea31df2b0fd7682d3f538a4da451a42ed390cc33c67,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1366,1366,1400,364ce0d9b555b7fbcffabb10a359d7f7e38b464e534b9a29447029ab1ebdabfad20a4341f04f3a61405ee0dc6245a44f1b6329878e01aafc141ca4d5cdb571fc,[ \log_2 (n)],0.0,4
1367,1367,1401,24ddd7a0d5b35a9bdbeb9a6cd62ada87a4901fab347efd86489f1b2e17964822556ee10a0103983d49fdf2477d3d64f6702d59741c364edd11f42906c3bdb067,[ \log_2 (n)],0.0,4
1368,1368,1402,d7dfb51332e1c950aa433a238f3273834b82e31a54a773c512e9c88094b5b27c10ba7527d092402ee28c450551c97d4efc1d9a6fab4f18a9a6df9f32cd052165,[ 2^{n-1}+1],0.0,4
1369,1369,1403,24404807247a19fa0eb28edfebfb33701c7bf0ce5da4f252098d5b07602e418852b18cd29763fdb981a6cf7530167e7c60c21dd57b0dd95a95c25a71b9515eda,[ 2^{n+1}-1],0.0,4
1370,1370,1404,3e664d9b290450a26a44195a29971d5e7c7434afb68523c4038cc69f5c1285f4c94e2b62945fc7bf5800f3a5190a2876a925f82823b3806d9c640fa0e0d73571,[ \log_2 (n)],0.0,4
1371,1371,1405,dc016101375a4c30fa08c850e4ef82abdd66ca922170c25b2eda3c6f7009abcdda2dafb1c86a512fdd1b897c4c9da94be8f7047b535d50f3a259b1e698b13e05,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1372,1372,1406,39f1ebb534a7edaa837d48cbd4115f72e8c5e63b7a4efafc271bf59036c6638038d9febb4eab796e3f3e68165bcbad6c2e1a9ad37eb71f421ecdb12f31f4f4c5,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1373,1373,1407,833bd82b84984eac1561a2aa471c7fa8ce8fc83eb43410d162adbb99836f9c60ca90f110500d0a4cfae027c10757354954059b39ea510643c3c10d5e8f6e1bb9,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1374,1374,1408,7c87322598f2ceacf4938051fa8e249fba61f740f1c131025859319c9334a0e7c5eed0d631406a69aaecd55c3154797379e9e557934a0c639e13848fc2a797db,[ \log_2 (n)],0.0,4
1375,1375,1409,eee70f1328b3cdb194af70a4822cc7feab4c1f2f6aa8f1c3d195e1593437b3077b36a3a63265ad79d2faed3c1dc2010c5f323409bdd6e1b2e860317721256dce,[ 2^{n+1}-1],0.0,4
1376,1376,1410,249e9eaf48a6ca1524336796643b1021d4ea59f9ea64287d7770c8c08e88ca9d76b31f4d65b880c825f283c49f03d66834bc8a5aef3bcb8880daa0f21458adeb,[ 2^{n+1}-1],0.0,4
1377,1377,1411,29fcf57bccb37a2f0d949733d7028b65c0e2df19a9ddbd0c547e57467d84c825defbaf635dea276a63c3d3e85a6fb4f7a84d6da08661ca46728f222c62700315,[ \log_2 (n)],0.0,4
1378,1378,1412,1c067bf4dc46efea1d97764ec9e8512203198a06760dfe663905444adb3c11970401fd40f402aab42c0c01db7d7d76641060c3df878232bbed315bb7d13f0aab,[ \log_2 (n)],0.0,4
1379,1379,1413,2d66cc49a7ffe05cc8bbfc302bcf20656e7f907877a7522f7da110ca45abf9d13e838fa2518e2db3e38e88bb214034f63934465720849e92200572791f51d840,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1380,1380,1414,3dd0e6b0aa4ca279a9a8f781013cc1ffadd92a615d343d8f7162570e3cd2647c9fb452de2221fcafa1322a70dac1ad1ef68bd5efe79682df415f360b352ef94b,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1381,1381,1415,8240603fa734ed603f090dc4c8bce2f226cd0f876026dfa595bd8492bf9acd3d4bb834f9651a57ba591889e5cf0e84e937e21bd54121dfe09399f647a5d4f575,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
1382,1382,1416,cdf5a55df376657eda6b008ced4f7043cdba2f1d1b7da216b9e5df9fd11e894729a95890612c52ba24c8f6e0b1099b039f557d8043ee19615f361b8a60481af7,[\lfloor{ \log_2 (n+1) -1}\rfloor],0.0,4
1383,1383,1417,9d599f5b4528664877cde67e20618306dd9ba2d042eff74f086d6094f809424f26b3522b41500c22020384b725682a3a9de08fa52bd56f223acd18ce507d7fd6,[ \log_2 (n)],0.0,4
1384,1384,1418,d10eb2653552348dd29e31d9127ca9b9ab3966f67dcfba3fbaef7bc1fba74c3549309defc8e00e457f7427150a3162c0ca17e3f3d6529fa8df4aa4e4195dbeec,[\lceil{ \log_2 (n+1) -1}\rceil],2.0,4
